110	193.00000	0.00192	0.00054
115	193.00000	0.00192	0.00054
120	193.00000	0.00452	0.00099
130	193.00000	0.00930	0.00177
140	193.00000	0.01181	0.00217
150	193.00000	0.01963	0.00341
160	193.00000	0.01689	0.00298
170	193.00000	0.01793	0.00314
180	193.00000	0.02076	0.00359
190	193.00000	0.02991	0.00503
200	193.00000	0.03086	0.00519
250	193.00000	0.04027	0.00667
300	193.00000	0.04987	0.00818
350	193.00000	0.05189	0.00850
400	193.00000	0.04522	0.00745
450	193.00000	0.02589	0.00440
500	193.00000	0.02070	0.00358
550	193.00000	0.01524	0.00271
600	193.00000	0.01154	0.00213
