110	193.00000	0.00688	0.00138
115	193.00000	0.00688	0.00138
120	193.00000	0.01063	0.00199
130	193.00000	0.01384	0.00250
140	193.00000	0.01407	0.00254
150	193.00000	0.01131	0.00210
160	193.00000	0.00898	0.00172
170	193.00000	0.01056	0.00198
180	193.00000	0.01553	0.00277
190	193.00000	0.02959	0.00500
200	193.00000	0.03420	0.00573
250	193.00000	0.05749	0.00941
300	193.00000	0.06218	0.01016
350	193.00000	0.05774	0.00945
400	193.00000	0.04990	0.00821
450	193.00000	0.02889	0.00489
500	193.00000	0.02096	0.00363
550	193.00000	0.01742	0.00307
600	193.00000	0.01419	0.00256
