110	192.00000	0.01084	0.00202
115	192.00000	0.01084	0.00202
120	192.00000	0.01468	0.00263
130	192.00000	0.02504	0.00428
140	192.00000	0.02506	0.00428
150	192.00000	0.02103	0.00364
160	192.00000	0.01838	0.00322
170	192.00000	0.01654	0.00293
180	192.00000	0.02034	0.00353
190	192.00000	0.03131	0.00527
200	192.00000	0.03664	0.00612
250	192.00000	0.06388	0.01043
300	192.00000	0.06864	0.01118
350	192.00000	0.06910	0.01126
400	192.00000	0.06308	0.01030
450	192.00000	0.04636	0.00766
500	192.00000	0.03727	0.00622
550	192.00000	0.02948	0.00498
600	192.00000	0.02423	0.00415
