110	192.00000	0.00494	0.00092
115	192.00000	0.00494	0.00092
120	192.00000	0.00930	0.00144
130	192.00000	0.01618	0.00225
140	192.00000	0.01989	0.00268
150	192.00000	0.03247	0.00413
160	192.00000	0.02707	0.00354
170	192.00000	0.02704	0.00359
180	192.00000	0.03220	0.00416
190	192.00000	0.04596	0.00578
200	192.00000	0.05014	0.00617
250	192.00000	0.06631	0.00800
300	192.00000	0.08497	0.01005
350	192.00000	0.08502	0.01014
400	192.00000	0.07321	0.00882
450	192.00000	0.04593	0.00560
500	192.00000	0.03702	0.00460
550	192.00000	0.02544	0.00332
600	192.00000	0.01937	0.00262
