120	360.00000	0.00730	0.00171
130	360.00000	0.00543	0.00147
140	360.00000	0.00678	0.00165
150	360.00000	0.00563	0.00150
160	360.00000	0.00557	0.00149
170	360.00000	0.00885	0.00188
180	360.00000	0.01085	0.00209
190	360.00000	0.01306	0.00229
200	360.00000	0.01286	0.00227
250	360.00000	0.01261	0.00225
300	360.00000	0.01306	0.00229
350	360.00000	0.01204	0.00220
400	360.00000	0.01110	0.00211
450	360.00000	0.00709	0.00168
500	360.00000	0.00486	0.00139
550	360.00000	0.00486	0.00139
600	360.00000	0.00382	0.00123
