120	155	0.0124	0.00338
130	155	0.0143	0.00389
140	155	0.014	0.00383
150	155	0.0132	0.0036
160	155	0.0119	0.00324
170	155	0.0108	0.00295
180	155	0.0139	0.0038
190	155	0.0205	0.0056
200	155	0.0209	0.00571
250	155	0.0207	0.00564
300	155	0.0193	0.00527
350	155	0.0174	0.00476
400	155	0.0154	0.0042
450	155	0.0086	0.00235
500	155	0.00774	0.00211
550	155	0.00721	0.00197
600	155	0.00549	0.0015
