120	103.00000	0.01420	0.00463
130	103.00000	0.01186	0.00415
140	103.00000	0.01263	0.00431
150	103.00000	0.01022	0.00380
160	103.00000	0.00864	0.00344
170	103.00000	0.00051	0.00077
180	103.00000	0.00145	0.00132
190	103.00000	0.00526	0.00261
200	103.00000	0.00580	0.00275
250	103.00000	0.03194	0.00789
300	103.00000	0.01821	0.00541
350	103.00000	0.01316	0.00442
400	103.00000	0.01095	0.00396
450	103.00000	0.00897	0.00352
500	103.00000	0.01519	0.00483
550	103.00000	0.01438	0.00467
600	103.00000	0.01352	0.00449
