120	360.00000	0.00285	0.00100
130	360.00000	0.00376	0.00115
140	360.00000	0.00368	0.00114
150	360.00000	0.00174	0.00079
160	360.00000	0.00172	0.00078
170	360.00000	0.00177	0.00079
180	360.00000	0.00322	0.00107
190	360.00000	0.00611	0.00146
200	360.00000	0.00824	0.00169
250	360.00000	0.01450	0.00221
300	360.00000	0.01710	0.00239
350	360.00000	0.01596	0.00232
400	360.00000	0.01558	0.00229
450	360.00000	0.00892	0.00176
500	360.00000	0.00658	0.00151
550	360.00000	0.00253	0.00095
600	360.00000	0.00247	0.00093
