110	192.00000	0.02799	0.00198
115	192.00000	0.02799	0.00198
120	192.00000	0.04361	0.00263
130	192.00000	0.03150	0.00213
140	192.00000	0.03223	0.00217
150	192.00000	0.03285	0.00219
160	192.00000	0.01569	0.00140
170	192.00000	0.01922	0.00158
180	192.00000	0.02673	0.00193
190	192.00000	0.04228	0.00258
200	192.00000	0.04816	0.00281
250	192.00000	0.07286	0.00376
300	192.00000	0.07666	0.00390
350	192.00000	0.06505	0.00347
400	192.00000	0.05313	0.00301
450	192.00000	0.03054	0.00209
500	192.00000	0.02210	0.00172
550	192.00000	0.01796	0.00152
600	192.00000	0.01446	0.00134
