110	794.00000	0.02664	0.00135
115	794.00000	0.02664	0.00135
120	794.00000	0.03692	0.00181
130	794.00000	0.03141	0.00156
140	794.00000	0.03314	0.00164
150	794.00000	0.03361	0.00166
160	794.00000	0.02034	0.00107
170	794.00000	0.01751	0.00094
180	794.00000	0.01990	0.00105
190	794.00000	0.02843	0.00143
200	794.00000	0.03376	0.00167
250	794.00000	0.04623	0.00222
300	794.00000	0.04490	0.00216
350	794.00000	0.03610	0.00177
400	794.00000	0.02811	0.00141
450	794.00000	0.01659	0.00090
500	794.00000	0.01283	0.00073
550	794.00000	0.00955	0.00057
600	794.00000	0.00726	0.00047
