110	794.00000	0.02198	0.00114
115	794.00000	0.02198	0.00114
120	794.00000	0.03089	0.00153
130	794.00000	0.02593	0.00131
140	794.00000	0.02908	0.00145
150	794.00000	0.03209	0.00159
160	794.00000	0.02027	0.00106
170	794.00000	0.01776	0.00095
180	794.00000	0.01972	0.00103
190	794.00000	0.02785	0.00140
200	794.00000	0.03203	0.00158
250	794.00000	0.04065	0.00197
300	794.00000	0.03653	0.00178
350	794.00000	0.02943	0.00147
400	794.00000	0.02292	0.00118
450	794.00000	0.01413	0.00078
500	794.00000	0.01037	0.00061
550	794.00000	0.00780	0.00049
600	794.00000	0.00607	0.00041
