110	794.00000	0.00224	0.00021
115	794.00000	0.00493	0.00035
120	794.00000	0.00697	0.00045
130	794.00000	0.01187	0.00067
140	794.00000	0.01681	0.00088
150	794.00000	0.02074	0.00105
160	794.00000	0.02418	0.00120
170	794.00000	0.02696	0.00132
180	794.00000	0.03009	0.00145
190	794.00000	0.03460	0.00165
200	794.00000	0.03824	0.00180
250	794.00000	0.05613	0.00256
300	794.00000	0.05789	0.00264
350	794.00000	0.05833	0.00266
400	794.00000	0.05879	0.00268
450	794.00000	0.05894	0.00268
500	794.00000	0.05894	0.00268
550	794.00000	0.05899	0.00268
600	794.00000	0.05902	0.00269
