110	192.00000	0.00978	0.00108
115	192.00000	0.02212	0.00172
120	192.00000	0.02768	0.00197
130	192.00000	0.04374	0.00264
140	192.00000	0.06259	0.00337
150	192.00000	0.08491	0.00421
160	192.00000	0.09385	0.00453
170	192.00000	0.10901	0.00509
180	192.00000	0.12771	0.00576
190	192.00000	0.14650	0.00643
200	192.00000	0.16055	0.00693
250	192.00000	0.22943	0.00935
300	192.00000	0.24264	0.00982
350	192.00000	0.24656	0.00995
400	192.00000	0.24765	0.00999
450	192.00000	0.24891	0.01003
500	192.00000	0.24926	0.01005
