110	484	0.00157	0.000144
115	484	0.00408	0.000373
120	484	0.0054	0.000493
130	484	0.00888	0.000812
140	484	0.0121	0.00111
150	484	0.0147	0.00135
160	484	0.0168	0.00153
170	484	0.0182	0.00167
180	484	0.0196	0.0018
190	484	0.0214	0.00195
200	484	0.0226	0.00207
250	484	0.0261	0.00239
300	484	0.0268	0.00245
350	484	0.027	0.00247
400	484	0.0271	0.00248
450	484	0.0271	0.00248
500	484	0.0271	0.00248
550	484	0.0271	0.00248
600	484	0.0271	0.00248
